email_address,first_name,last_name,signup_date,status,user_id
user348@example.com,Name348,Last348,2023-07-15 14:07:22.323296,subscribed,UID348
user349@example.com,Name349,Last349,2023-08-22 14:07:22.323296,subscribed,UID349
user350@example.com,Name350,Last350,2023-08-31 14:07:22.323296,subscribed,UID350
user351@example.com,Name351,Last351,2023-09-22 14:07:22.323296,subscribed,UID351
user352@example.com,Name352,Last352,2024-01-06 14:07:22.323296,unsubscribed,UID352
user353@example.com,Name353,Last353,2024-02-03 14:07:22.323296,subscribed,UID353
user354@example.com,Name354,Last354,2024-03-03 14:07:22.323296,subscribed,UID354
user355@example.com,Name355,Last355,2023-07-09 14:07:22.323296,subscribed,UID355
user356@example.com,Name356,Last356,2024-01-07 14:07:22.323296,subscribed,UID356
user357@example.com,Name357,Last357,2024-02-14 14:07:22.323296,subscribed,UID357
user358@example.com,Name358,Last358,2024-02-01 14:07:22.323296,subscribed,UID358
user359@example.com,Name359,Last359,2023-11-26 14:07:22.323296,unsubscribed,UID359
user360@example.com,Name360,Last360,2024-04-09 14:07:22.323296,subscribed,UID360
user361@example.com,Name361,Last361,2023-07-08 14:07:22.323296,subscribed,UID361
user362@example.com,Name362,Last362,2023-07-21 14:07:22.323296,subscribed,UID362
user363@example.com,Name363,Last363,2024-01-14 14:07:22.323296,subscribed,UID363
user364@example.com,Name364,Last364,2023-10-25 14:07:22.323296,subscribed,UID364
user365@example.com,Name365,Last365,2024-01-06 14:07:22.323296,unsubscribed,UID365
user366@example.com,Name366,Last366,2024-05-09 14:07:22.323296,subscribed,UID366
user367@example.com,Name367,Last367,2024-06-11 14:07:22.323296,cleaned,UID367
user368@example.com,Name368,Last368,2023-10-25 14:07:22.323296,unsubscribed,UID368
user369@example.com,Name369,Last369,2023-08-02 14:07:22.323296,subscribed,UID369
user370@example.com,Name370,Last370,2023-09-01 14:07:22.323296,subscribed,UID370
user371@example.com,Name371,Last371,2024-04-25 14:07:22.323296,subscribed,UID371
user372@example.com,Name372,Last372,2024-05-09 14:07:22.323296,subscribed,UID372
user373@example.com,Name373,Last373,2023-09-14 14:07:22.323296,subscribed,UID373
user374@example.com,Name374,Last374,2024-02-27 14:07:22.323296,subscribed,UID374
user375@example.com,Name375,Last375,2023-09-30 14:07:22.323296,subscribed,UID375
user376@example.com,Name376,Last376,2024-02-01 14:07:22.323296,subscribed,UID376
user377@example.com,Name377,Last377,2024-04-09 14:07:22.323296,subscribed,UID377
user378@example.com,Name378,Last378,2023-12-20 14:07:22.323296,subscribed,UID378
user379@example.com,Name379,Last379,2024-05-11 14:07:22.323296,subscribed,UID379
user380@example.com,Name380,Last380,2024-02-11 14:07:22.323296,subscribed,UID380
user381@example.com,Name381,Last381,2023-12-09 14:07:22.323296,subscribed,UID381
user382@example.com,Name382,Last382,2024-01-22 14:07:22.323296,subscribed,UID382
user383@example.com,Name383,Last383,2024-03-27 14:07:22.323296,subscribed,UID383
user384@example.com,Name384,Last384,2023-11-04 14:07:22.323296,unsubscribed,UID384
user385@example.com,Name385,Last385,2023-09-11 14:07:22.323296,subscribed,UID385
user386@example.com,Name386,Last386,2023-06-21 14:07:22.323296,subscribed,UID386
user387@example.com,Name387,Last387,2024-01-13 14:07:22.323296,subscribed,UID387
user388@example.com,Name388,Last388,2023-08-07 14:07:22.323296,subscribed,UID388
user389@example.com,Name389,Last389,2023-07-17 14:07:22.323296,subscribed,UID389
user390@example.com,Name390,Last390,2023-09-19 14:07:22.323296,subscribed,UID390
user391@example.com,Name391,Last391,2024-06-11 14:07:22.323296,cleaned,UID391
user392@example.com,Name392,Last392,2023-07-10 14:07:22.323296,subscribed,UID392
user393@example.com,Name393,Last393,2023-09-06 14:07:22.323296,subscribed,UID393
user394@example.com,Name394,Last394,2024-01-14 14:07:22.323296,subscribed,UID394
user395@example.com,Name395,Last395,2023-07-12 14:07:22.323296,subscribed,UID395
user396@example.com,Name396,Last396,2024-04-23 14:07:22.323296,unsubscribed,UID396
user397@example.com,Name397,Last397,2024-04-08 14:07:22.323296,unsubscribed,UID397
user398@example.com,Name398,Last398,2024-02-01 14:07:22.323296,subscribed,UID398
user399@example.com,Name399,Last399,2024-04-17 14:07:22.323296,subscribed,UID399
user400@example.com,Name400,Last400,2024-04-22 14:07:22.323296,subscribed,UID400
user401@example.com,Name401,Last401,2023-09-06 14:07:22.323296,subscribed,UID401
user402@example.com,Name402,Last402,2024-03-28 14:07:22.323296,unsubscribed,UID402
user403@example.com,Name403,Last403,2024-01-28 14:07:22.323296,subscribed,UID403
user404@example.com,Name404,Last404,2024-01-23 14:07:22.323296,subscribed,UID404
user405@example.com,Name405,Last405,2023-08-11 14:07:22.323296,subscribed,UID405
user406@example.com,Name406,Last406,2024-02-29 14:07:22.323296,unsubscribed,UID406
user407@example.com,Name407,Last407,2023-12-23 14:07:22.323296,subscribed,UID407
user408@example.com,Name408,Last408,2024-03-03 14:07:22.323296,subscribed,UID408
user409@example.com,Name409,Last409,2023-06-30 14:07:22.323296,unsubscribed,UID409
user410@example.com,Name410,Last410,2023-07-27 14:07:22.323296,subscribed,UID410
user411@example.com,Name411,Last411,2024-02-01 14:07:22.323296,subscribed,UID411
user412@example.com,Name412,Last412,2023-10-01 14:07:22.323296,cleaned,UID412
user413@example.com,Name413,Last413,2023-10-09 14:07:22.323296,cleaned,UID413
user414@example.com,Name414,Last414,2024-02-08 14:07:22.323296,subscribed,UID414
user415@example.com,Name415,Last415,2024-05-20 14:07:22.323296,subscribed,UID415
user416@example.com,Name416,Last416,2024-04-29 14:07:22.323296,subscribed,UID416
user417@example.com,Name417,Last417,2023-07-27 14:07:22.323296,subscribed,UID417
user418@example.com,Name418,Last418,2023-11-12 14:07:22.323296,subscribed,UID418
user419@example.com,Name419,Last419,2024-01-26 14:07:22.323296,subscribed,UID419
user420@example.com,Name420,Last420,2024-05-24 14:07:22.323296,subscribed,UID420
user421@example.com,Name421,Last421,2024-06-14 14:07:22.323296,subscribed,UID421
user422@example.com,Name422,Last422,2023-12-28 14:07:22.323296,subscribed,UID422
user423@example.com,Name423,Last423,2024-04-10 14:07:22.323296,subscribed,UID423
user424@example.com,Name424,Last424,2023-07-25 14:07:22.323296,subscribed,UID424
user425@example.com,Name425,Last425,2024-02-02 14:07:22.323296,subscribed,UID425
user426@example.com,Name426,Last426,2024-03-25 14:07:22.323296,subscribed,UID426
user427@example.com,Name427,Last427,2023-11-02 14:07:22.323296,subscribed,UID427
user428@example.com,Name428,Last428,2023-09-07 14:07:22.323296,unsubscribed,UID428
user429@example.com,Name429,Last429,2023-06-20 14:07:22.323296,subscribed,UID429
user430@example.com,Name430,Last430,2023-11-10 14:07:22.323296,subscribed,UID430
user431@example.com,Name431,Last431,2023-09-02 14:07:22.323296,subscribed,UID431
user432@example.com,Name432,Last432,2024-06-11 14:07:22.323296,subscribed,UID432
user433@example.com,Name433,Last433,2024-04-19 14:07:22.323296,subscribed,UID433
user434@example.com,Name434,Last434,2024-05-08 14:07:22.323296,subscribed,UID434
user435@example.com,Name435,Last435,2023-06-28 14:07:22.323296,subscribed,UID435
user436@example.com,Name436,Last436,2024-03-31 14:07:22.323296,subscribed,UID436
user437@example.com,Name437,Last437,2023-09-10 14:07:22.323296,subscribed,UID437
user438@example.com,Name438,Last438,2024-05-28 14:07:22.323296,subscribed,UID438
user439@example.com,Name439,Last439,2023-12-09 14:07:22.323296,subscribed,UID439
user440@example.com,Name440,Last440,2023-08-22 14:07:22.323296,subscribed,UID440
user441@example.com,Name441,Last441,2023-09-07 14:07:22.323296,subscribed,UID441
user442@example.com,Name442,Last442,2024-04-01 14:07:22.323296,cleaned,UID442
user443@example.com,Name443,Last443,2023-11-08 14:07:22.323296,subscribed,UID443
user444@example.com,Name444,Last444,2024-04-11 14:07:22.323296,subscribed,UID444
user445@example.com,Name445,Last445,2024-05-25 14:07:22.323296,subscribed,UID445
user446@example.com,Name446,Last446,2024-01-10 14:07:22.323296,unsubscribed,UID446
user447@example.com,Name447,Last447,2023-12-12 14:07:22.323296,cleaned,UID447
user448@example.com,Name448,Last448,2024-05-26 14:07:22.323296,subscribed,UID448
user449@example.com,Name449,Last449,2023-12-15 14:07:22.323296,subscribed,UID449
user450@example.com,Name450,Last450,2024-02-29 14:07:22.323296,subscribed,UID450
user451@example.com,Name451,Last451,2023-07-02 14:07:22.323296,subscribed,UID451
user452@example.com,Name452,Last452,2024-02-09 14:07:22.323296,subscribed,UID452
user453@example.com,Name453,Last453,2023-07-10 14:07:22.323296,subscribed,UID453
user454@example.com,Name454,Last454,2024-04-24 14:07:22.323296,unsubscribed,UID454
user455@example.com,Name455,Last455,2023-12-17 14:07:22.323296,subscribed,UID455
user456@example.com,Name456,Last456,2023-09-03 14:07:22.323296,subscribed,UID456
user457@example.com,Name457,Last457,2023-11-20 14:07:22.323296,subscribed,UID457
user458@example.com,Name458,Last458,2023-08-03 14:07:22.323296,subscribed,UID458
user459@example.com,Name459,Last459,2024-03-28 14:07:22.323296,subscribed,UID459
user460@example.com,Name460,Last460,2024-02-15 14:07:22.323296,subscribed,UID460
user461@example.com,Name461,Last461,2024-03-24 14:07:22.323296,subscribed,UID461
user462@example.com,Name462,Last462,2024-03-17 14:07:22.323296,subscribed,UID462
user463@example.com,Name463,Last463,2023-11-17 14:07:22.323296,subscribed,UID463
user464@example.com,Name464,Last464,2024-06-03 14:07:22.323296,subscribed,UID464
user465@example.com,Name465,Last465,2024-03-16 14:07:22.323296,cleaned,UID465
user466@example.com,Name466,Last466,2023-12-28 14:07:22.323296,subscribed,UID466
user467@example.com,Name467,Last467,2023-11-18 14:07:22.323296,subscribed,UID467
user468@example.com,Name468,Last468,2023-07-09 14:07:22.323296,unsubscribed,UID468
user469@example.com,Name469,Last469,2024-02-09 14:07:22.323296,subscribed,UID469
user470@example.com,Name470,Last470,2024-01-31 14:07:22.323296,cleaned,UID470
user471@example.com,Name471,Last471,2024-03-26 14:07:22.323296,subscribed,UID471
user472@example.com,Name472,Last472,2023-06-22 14:07:22.323296,cleaned,UID472
user473@example.com,Name473,Last473,2024-04-21 14:07:22.323296,subscribed,UID473
user474@example.com,Name474,Last474,2023-12-03 14:07:22.323296,unsubscribed,UID474
user475@example.com,Name475,Last475,2024-05-27 14:07:22.323296,subscribed,UID475
user476@example.com,Name476,Last476,2023-10-19 14:07:22.323296,cleaned,UID476
user477@example.com,Name477,Last477,2024-02-23 14:07:22.323296,subscribed,UID477
user478@example.com,Name478,Last478,2024-03-05 14:07:22.323296,subscribed,UID478
user479@example.com,Name479,Last479,2023-10-24 14:07:22.323296,cleaned,UID479
user480@example.com,Name480,Last480,2023-12-19 14:07:22.323296,subscribed,UID480
user481@example.com,Name481,Last481,2024-01-11 14:07:22.323296,subscribed,UID481
user482@example.com,Name482,Last482,2024-02-20 14:07:22.323296,subscribed,UID482
user483@example.com,Name483,Last483,2024-02-22 14:07:22.323296,subscribed,UID483
user484@example.com,Name484,Last484,2024-06-03 14:07:22.323296,subscribed,UID484
user485@example.com,Name485,Last485,2023-07-14 14:07:22.323296,subscribed,UID485
user486@example.com,Name486,Last486,2024-03-09 14:07:22.323296,unsubscribed,UID486
user487@example.com,Name487,Last487,2023-11-24 14:07:22.323296,subscribed,UID487
user488@example.com,Name488,Last488,2023-12-30 14:07:22.323296,subscribed,UID488
user489@example.com,Name489,Last489,2024-01-25 14:07:22.323296,cleaned,UID489
user490@example.com,Name490,Last490,2024-05-11 14:07:22.323296,unsubscribed,UID490
user491@example.com,Name491,Last491,2024-01-25 14:07:22.323296,subscribed,UID491
user492@example.com,Name492,Last492,2023-12-19 14:07:22.323296,subscribed,UID492
user493@example.com,Name493,Last493,2023-07-23 14:07:22.323296,subscribed,UID493
user494@example.com,Name494,Last494,2023-09-29 14:07:22.323296,subscribed,UID494
user495@example.com,Name495,Last495,2023-11-24 14:07:22.323296,subscribed,UID495
user496@example.com,Name496,Last496,2023-07-04 14:07:22.323296,subscribed,UID496
user497@example.com,Name497,Last497,2023-09-15 14:07:22.323296,subscribed,UID497
user498@example.com,Name498,Last498,2023-12-29 14:07:22.323296,subscribed,UID498
user499@example.com,Name499,Last499,2024-06-01 14:07:22.323296,cleaned,UID499
user500@example.com,Name500,Last500,2024-04-17 14:07:22.323296,cleaned,UID500
